"Contaminant","G","AC_la","Shape","Size..µm.","Surface_area","Volume","Microplastic","Total_surface_area","size_assigned","TMC_rsd_0","TMC_rsd_0n","TMC_rsd_10","TMC_rsd_50","TMC_rsd_100","TMC_rsd_200"
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PP",1.416e+10,"750",12327.5705664615,12327.5705664615,12205.5507033217,9864.6212991301,6188.04449603578,2574.66193697939
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PP",6293333333333.33,"750",9496795.1030518,9496795.1030518,9402794.61589225,7599411.9637743,4767086.13027942,1983443.26996931
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PP",629333333333.333,"750",2231.38982684488,2231.38982684488,2209.30324621528,1785.57611930787,1120.08602685137,466.034602906322
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PP",629333333333.333,"750",136448.205503618,136448.205503618,135097.623791555,109186.953502504,68492.6168143594,28497.7481317429
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PP",3564431928.66293,"750",15811.0960226468,15811.0960226468,15654.5957809834,12652.1664383676,7936.66239359574,3302.21002524099
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PP",7128863857.32586,"750",0.588356339220296,0.588356339220296,0.582532713259118,0.470807483442109,0.295335985869353,0.122880551671086
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PP",71288638573.2586,"750",63.891821212204,63.891821212204,63.2594118304824,51.1267501550416,32.0716422155,13.344059908032
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PP",540065443736.807,"750",97.824798028255,97.824798028255,96.8565157213127,78.280191624944,49.1049067414354,20.4310965099055
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PP",7128863857.32586,"750",3.14544350583158,3.14544350583158,3.11430950550067,2.51700923840205,1.57891161676308,0.656938333933883
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PP",2376287952.44195,"750",48679.4828283459,48679.4828283459,48197.647108939,38953.7144038412,24435.5369260953,10166.902787072
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PP",14257727714.6517,"750",540406.593512915,540406.593512915,535057.580240203,432437.710562466,271266.753540793,112866.057371901
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PP",3564431928.66293,"750",1887.26610349895,1887.26610349895,1868.5857033004,1510.20554304123,947.346970057847,394.16300036033
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PP",1584191968294.64,"750",1453893.88713993,1453893.88713993,1439503.06032031,1163417.60352806,729808.036192711,303651.496573884
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PP",158419196829.464,"750",341.610405812954,341.610405812954,338.22910251887,273.359399325201,171.477452112949,71.3466862250667
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PP",158419196829.464,"750",20889.2799876427,20889.2799876427,20682.5152344872,16715.770165633,10485.747646447,4362.80885882017
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PP",5322718831.81046,"750",35540.2756808801,35540.2756808801,35188.4935068376,28439.6149726685,17840.0769339739,7422.72733560849
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PP",10645437663.6209,"750",1.3225108787229,1.3225108787229,1.30942049764963,1.05828386154807,0.663857985635346,0.276211634914729
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PP",106454376636.209,"750",143.616415736315,143.616415736315,142.194882166639,114.923013089986,72.0908281275883,29.9948572290214
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PP",806472550274.311,"750",219.89116284986,219.89116284986,217.71465212117,175.958680329165,110.37830143937,45.9251402549609
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PP",10645437663.6209,"750",7.07034662086474,7.07034662086475,7.00036342974223,5.65774833673777,3.54908692320435,1.47666989435182
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PP",3548479221.20697,"750",109422.031037192,109422.031037192,108338.957841249,87560.3909257035,54926.3452400673,22853.2245554449
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PP",21290875327.2418,"750",1214729.15512654,1214729.15512654,1202705.6112773,972036.057853625,609755.022048324,253700.99506485
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PP",5322718831.81046,"750",4242.20797251885,4242.20797251885,4200.21805784534,3394.64900204266,2129.45215392261,886.001936611093
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PP",2365652814137.98,"750",3268071.32697748,3268071.32697748,3235723.54085863,2615137.00898101,1640466.84450334,682549.640055953
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PP",236565281413.798,"750",767.873902015385,767.873902015386,760.273388359641,614.458883689147,385.448036772402,160.373505652245
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PP",236565281413.798,"750",46955.0478014006,46955.0478014006,46490.2807594631,37573.8076003019,23569.9259267722,9806.74770195335
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PS",2.79e+09,"750",12209.5184076471,12209.5184076471,12088.6670398068,9770.15501041809,6128.78610382798,2550.00627605747
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PS",5.58e+09,"750",0.454335837545785,0.454335837545785,0.449838763575049,0.363563198105362,0.228061998405903,0.0948898390991367
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PS",5.58e+10,"750",49.3380323584876,49.3380323584876,48.849678231978,39.4806910442541,24.7661076393911,10.3044434646719
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PS",422727272727.273,"750",75.5414849507943,75.5414849507944,74.7937657140332,60.4489049481403,37.9193992564839,15.7771383191148
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PS",5.58e+09,"750",2.42894928534093,2.42894928534093,2.40490723603584,1.94366478987097,1.21925452993925,0.507295678260769
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PS",1.86e+09,"750",37590.8817969429,37590.8817969429,37218.8024624594,30080.5265099079,18869.415344298,7851.00454451191
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PS",1.116e+10,"750",417308.467525534,417308.467525534,413177.895177963,333933.598259771,209475.447875026,87156.5262210132
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PS",2.79e+09,"750",1457.36957120456,1457.36957120456,1442.9443416215,1166.19887392258,731.552717963552,304.377406956462
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PS",1.24e+12,"750",1122714.33633536,1122714.33633536,1111601.56687879,898405.05842925,563566.538283033,234483.335729422
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PS",1.24e+11,"750",263.795661732933,263.795661732933,261.184578683926,211.091414104617,132.416949784547,55.0947687334169
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PS",1.24e+11,"750",16130.9531082667,16130.9531082667,15971.2868804424,12908.1186555927,8097.22037762978,3369.01344438825
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PS",1.953e+09,"750",813.967893843137,813.967893843137,805.911135987121,651.343667361206,408.585740255199,170.000418403831
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PS",3.906e+09,"750",0.0302890558363856,0.0302890558363856,0.0299892509050032,0.0242375465403574,0.0152041332270602,0.00632598927327578
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PS",3.906e+10,"750",3.2892021572325,3.2892021572325,3.2566452154652,2.63204606961694,1.65107384262607,0.686962897644792
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PS",295909090909.091,"750",5.03609899671962,5.03609899671962,4.98625104760222,4.02992699654269,2.52795995043226,1.05180922127432
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PS",3.906e+09,"750",0.161929952356062,0.161929952356062,0.160327149069056,0.129577652658065,0.0812836353292836,0.0338197118840513
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PS",1.302e+09,"750",2506.05878646286,2506.05878646286,2481.25349749729,2005.36843399386,1257.9610229532,523.40030296746
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PS",7.812e+09,"750",27820.5645017022,27820.5645017022,27545.1930118642,22262.2398839847,13965.0298583351,5810.43508140088
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PS",1.953e+09,"750",97.157971413637,97.157971413637,96.1962894414335,77.7465915948389,48.7701811975701,20.2918271304308
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PS",8.68e+11,"750",74847.6224223574,74847.6224223574,74106.7711252525,59893.67056195,37571.1025522022,15632.2223819615
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PS",8.68e+10,"750",17.5863774488622,17.5863774488622,17.412305245595,14.0727609403078,8.82779665230314,3.67298458222779
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PS",8.68e+10,"750",1075.39687388445,1075.39687388445,1064.75245869616,860.541243706178,539.814691841985,224.60089629255
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PS",1.116e+10,"750",81396.7893843137,81396.7893843137,80591.1135987121,65134.3667361206,40858.5740255199,17000.0418403831
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PS",2.232e+10,"750",3.02890558363856,3.02890558363857,2.99892509050033,2.42375465403575,1.52041332270602,0.632598927327578
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PS",2.232e+11,"750",328.92021572325,328.92021572325,325.66452154652,263.204606961694,165.107384262607,68.6962897644792
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PS",1690909090909.09,"750",503.609899671962,503.609899671962,498.625104760222,402.992699654269,252.795995043226,105.180922127432
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PS",2.232e+10,"750",16.1929952356062,16.1929952356062,16.0327149069056,12.9577652658065,8.12836353292835,3.38197118840513
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PS",7.44e+09,"750",250605.878646286,250605.878646286,248125.349749729,200536.843399386,125796.10229532,52340.030296746
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PS",4.464e+10,"750",2782056.45017022,2782056.45017022,2754519.30118642,2226223.98839847,1396502.98583351,581043.508140088
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PS",1.116e+10,"750",9715.7971413637,9715.7971413637,9619.62894414335,7774.65915948389,4877.01811975701,2029.18271304308
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PS",4.96e+12,"750",7484762.24223574,7484762.24223574,7410677.11252525,5989367.056195,3757110.25522022,1563222.23819615
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PS",4.96e+11,"750",1758.63774488622,1758.63774488622,1741.2305245595,1407.27609403078,882.779665230314,367.298458222779
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PS",4.96e+11,"750",107539.687388445,107539.687388445,106475.245869616,86054.1243706178,53981.4691841985,22460.089629255
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PS",2809255672.59027,"750",12461.2875432724,12461.2875432724,12337.9441324699,9971.62270142533,6255.16612376613,2602.58925718146
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PS",5618511345.18055,"750",0.463704572436335,0.463704572436335,0.459114765534729,0.371060135255222,0.232764802422456,0.0968465364865339
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PS",56185113451.8055,"750",50.3554184130083,50.3554184130083,49.856994069787,40.2948115628717,25.2768027630636,10.5169285715845
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PS",425644798877.314,"750",77.0992052256586,77.0992052256586,76.3360674752719,61.6954052637271,38.7013248046906,16.1024743679763
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PS",5618511345.18055,"750",2.47903598340964,2.47903598340964,2.45449816958951,1.98374456924907,1.24439644372005,0.517756483524162
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PS",1872837115.06018,"750",38366.0330765777,38366.0330765777,37986.2811960282,30700.808809807,19258.5163909056,8012.89795930251
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PS",11237022690.3611,"750",425913.671158484,425913.671158484,421697.923409652,340819.551544994,213794.983722828,88953.7570812437
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PS",2809255672.59027,"750",1487.42159004578,1487.42159004578,1472.69890175371,1190.24674154944,746.637866232032,310.653890114497
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PS",1248558076706.79,"750",1145865.52122045,1145865.52122045,1134523.59838804,916930.82311957,575187.689541713,239318.552384502
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PS",124855807670.679,"750",269.235319835633,269.235319835633,266.570394358092,215.444272349523,135.147483444951,56.2308628722983
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PS",124855807670.679,"750",16463.5850750065,16463.5850750065,16300.6264136213,13174.293435626,8264.19094169128,3438.48494805319
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PS",4195024164.054,"750",28010.5562569648,28010.5562569648,27733.3042045415,22414.2728174421,14060.399617454,5850.11561196262
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PS",8390048328.10801,"750",1.04231789594263,1.04231789594263,1.03200090068996,0.8340711790167,0.523210107322773,0.21769222073788
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PS",83900483281.08,"750",113.189209012519,113.18920901252,112.0688478093,90.5749170963448,56.8173475920823,23.6400145957541
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PS",635609721826.364,"750",173.304052076585,173.304052076585,171.588666502278,138.679298903494,86.993068083571,36.1952376585709
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PS",8390048328.10801,"750",5.57239182830865,5.57239182830866,5.51723558445786,4.45907284166621,2.79716172761021,1.16381610317559
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PS",2796682776.036,"750",86239.397342872,86239.397342872,85385.788807086,69009.4606448341,43289.4076892056,18011.4396920031
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PS",16780096656.216,"750",957371.283277698,957371.283277699,947895.100413466,766096.215088027,480569.636021137,199950.784246026
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PS",4195024164.054,"750",3343.43509698519,3343.43509698519,3310.34135067472,2675.44370499972,1678.29703656612,698.289661905353
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PS",1864455184024,"750",2575683.33397378,2575683.33397378,2550188.89237163,2061082.55792571,1292910.30965094,537941.665467827
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PS",186445518402.4,"750",605.188753283312,605.188753283313,599.198517944463,484.276916805854,303.785317117232,126.396068014057
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PS",186445518402.4,"750",37006.9444536462,37006.9444536462,36640.6450053396,29613.2551426108,18576.297552456,7729.0469176412
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PET",2.19e+09,"750",9583.8155242821,9583.8155242821,9488.95369791288,7669.0464060271,4810.76758687573,2001.6178295935
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PET",4.38e+09,"750",0.356629205815508,0.356629205815509,0.353099244526651,0.285377564104209,0.17901640735087,0.0744834220885697
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PET",4.38e+10,"750",38.7277028190279,38.7277028190279,38.344371085316,30.9902198519414,19.4400629857586,8.08843411743061
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PET",331818181818.182,"750",59.2960043162149,59.2960043162149,58.7090849153164,47.4491404431639,29.7646897389605,12.3842053472622
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PET",4.38e+09,"750",1.90659460032137,1.90659460032137,1.88772288420017,1.52567236194173,0.9570492546835,0.398199833473507
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PET",1.46e+09,"750",29506.8211954498,29506.8211954498,29214.7589221456,23611.5960776697,14811.476560578,6162.61647042332
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PET",8.76e+09,"750",327564.71106843,327564.71106843,324322.433849369,262119.921214659,164426.964461042,68413.1872487523
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PET",2.19e+09,"750",1143.95676019282,1143.95676019282,1132.6337305201,915.403417165039,574.2295528101,238.919900084104
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PET",973333333333.333,"750",881270.393037434,881270.393037434,872547.466474747,705199.669519734,442369.433275929,184056.811916643
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PET",97333333333.3333,"750",207.065411897893,207.065411897893,205.015852085232,165.695411071366,103.940186390021,43.2464313713918
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PET",97333333333.3333,"750",12661.9309344459,12661.9309344459,12536.6015298096,10132.1791597663,6355.88266201047,2644.4944240897
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PET",1.533e+09,"750",638.92103495214,638.92103495214,632.596913194192,511.269760401807,320.717839125048,133.441188639566
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PET",3.066e+09,"750",0.0237752803877006,0.0237752803877006,0.0235399496351101,0.0190251709402806,0.0119344271567247,0.00496556147257131
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PET",3.066e+10,"750",2.58184685460186,2.58184685460186,2.55629140568774,2.06601465679609,1.29600419905057,0.539228941162041
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PET",232272727272.727,"750",3.95306695441433,3.95306695441433,3.91393899435443,3.16327602954426,1.98431264926404,0.825613689817479
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PET",3.066e+09,"750",0.127106306688091,0.127106306688091,0.125848192280012,0.101711490796115,0.0638032836455667,0.0265466555649005
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PET",1.022e+09,"750",1967.12141302999,1967.12141302999,1947.6505948097,1574.10640517798,987.431770705198,410.841098028222
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PET",6.132e+09,"750",21837.647404562,21837.647404562,21621.4955899579,17474.6614143106,10961.7976307361,4560.87914991682
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PET",1.533e+09,"750",76.2637840128549,76.2637840128549,75.5089153680069,61.0268944776692,38.28197018734,15.9279933389403
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PET",681333333333.333,"750",58751.3595358289,58751.3595358289,58169.8310983165,47013.3113013156,29491.2955517286,12270.4541277762
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PET",68133333333.3334,"750",13.8043607931929,13.8043607931929,13.6677234723488,11.0463607380911,6.92934575933473,2.88309542475945
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PET",68133333333.3334,"750",844.12872896306,844.12872896306,835.773435320639,675.478610651086,423.725510800698,176.299628272647
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PET",8.76e+09,"750",63892.103495214,63892.103495214,63259.6913194192,51126.9760401807,32071.7839125048,13344.1188639566
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PET",1.752e+10,"750",2.37752803877006,2.37752803877006,2.35399496351101,1.90251709402806,1.19344271567247,0.496556147257131
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PET",1.752e+11,"750",258.184685460186,258.184685460186,255.629140568773,206.601465679609,129.600419905057,53.9228941162041
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PET",1327272727272.73,"750",395.306695441433,395.306695441433,391.393899435443,316.327602954426,198.431264926404,82.5613689817479
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PET",1.752e+10,"750",12.7106306688091,12.7106306688092,12.5848192280012,10.1711490796115,6.38032836455667,2.65466555649005
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PET",5.84e+09,"750",196712.141302999,196712.141302999,194765.05948097,157410.640517798,98743.1770705198,41084.1098028222
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PET",3.504e+10,"750",2183764.7404562,2183764.7404562,2162149.55899579,1747466.14143106,1096179.76307361,456087.914991682
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PET",8.76e+09,"750",7626.37840128549,7626.37840128549,7550.89153680069,6102.68944776692,3828.197018734,1592.79933389403
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PET",3893333333333.33,"750",5875135.9535829,5875135.9535829,5816983.10983165,4701331.13013156,2949129.55517286,1227045.41277762
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PET",389333333333.333,"750",1380.43607931929,1380.43607931929,1366.77234723488,1104.63607380911,692.934575933473,288.309542475945
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PET",389333333333.333,"750",84412.872896306,84412.872896306,83577.3435320639,67547.8610651086,42372.5510800698,17629.9628272647
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PET",2205114667.73215,"750",9781.440759773,9781.440759773,9684.62281365921,7827.18771187149,4909.96910790245,2042.89264273383
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PET",4410229335.4643,"750",0.363983159009166,0.363983159009166,0.360380407355217,0.291262256705712,0.182707855664939,0.0760193243388923
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PET",44102293354.643,"750",39.5262961736516,39.5262961736516,39.1350598612306,31.6292606891359,19.8409312011144,8.25522350242658
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PET",334108282989.72,"750",60.5187309835815,60.5187309835815,59.9197088784392,48.4275761747535,30.3784592552948,12.639576654433
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PET",4410229335.4643,"750",1.94590996547208,1.94590996547208,1.92664910086059,1.55713283392669,0.976784305285633,0.406411003196386
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PET",1470076445.15477,"750",30115.2732751632,30115.2732751632,29817.1884656995,24098.4843345797,15116.8999627538,6289.69409708692
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PET",8820458670.9286,"750",334319.333274939,334319.333274939,331010.197945211,267525.024331017,167817.567868457,69823.9168487182
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PET",2205114667.73215,"750",1167.54597928325,1167.54597928325,1155.98946051635,934.279700356014,586.07058317138,243.846601917831
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PET",980050963436.511,"750",899442.828484873,899442.828484873,890540.028842226,719741.398792781,451491.412220915,187852.197032996
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PET",98005096343.6511,"750",211.335251053777,211.335251053777,209.24342782947,169.11217076898,106.083508510553,44.1382041900836
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PET",98005096343.6511,"750",12923.0291448976,12923.0291448976,12795.1153569285,10341.1120516204,6486.94557788671,2699.0258194396
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PET",3292868429.84884,"750",21986.7807178326,21986.7807178326,21769.1527627046,17593.999093261,11036.6577642381,4592.02623304593
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PET",6585736859.69768,"750",0.818163509718405,0.818163509718405,0.810065223122227,0.654701032991604,0.410691804672714,0.1708766893964
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PET",65857368596.9768,"750",88.8474436334831,88.8474436334831,87.9680203234293,71.096440301432,44.5985631636775,18.5561404891403
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PET",498919459068.006,"750",136.034363457964,136.034363457965,134.687878007164,108.855793762958,68.2848813989321,28.4113155814589
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PET",6585736859.69768,"750",4.37402799426378,4.37402799426378,4.33073330823037,3.50013244560896,2.19562157113489,0.913533070234601
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PET",2195245619.89923,"750",67693.2903874156,67693.2903874157,67023.2535797556,54168.7164201386,33979.8576485162,14138.0118012498
