"Contaminant","G","AC_la","Shape","Size..µm.","Surface_area","Volume","Microplastic","Total_surface_area","size_assigned","TMC_rsd_0","TMC_rsd_0n","TMC_rsd_10","TMC_rsd_50","TMC_rsd_100","TMC_rsd_200"
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PVC",96662560777.2998,"100",716962.575847059,716962.575847058,709865.988980281,573719.230261132,359892.186170426,149740.473544251
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PVC",3247760643.13858,"100",1219814.54667427,1219814.54667427,1207740.66697197,976105.429146672,612307.725276221,254763.09923063
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PVC",6495521286.27717,"100",45.3912632104047,45.3912632104046,44.9419747074659,36.3224545700821,22.7849562866368,9.4801450966496
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PVC",64955212862.7717,"100",4929.20748925488,4929.20748925488,4880.41756588888,3944.39155096985,2474.30384675197,1029.48450658929
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PVC",492084945930.088,"100",7547.11194527063,7547.11194527062,7472.40967026049,6039.25979095862,3788.40780363938,1576.24422061518
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PVC",6495521286.27717,"100",242.668676394086,242.668676394086,240.266710936068,194.185430201593,121.811881686251,50.6823141705498
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PVC",2165173762.09239,"100",3755586.65847991,3755586.6584799,3718413.38353438,3005250.70550084,1885183.8832396,784369.147877556
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PVC",12991042572.5543,"100",41691975.2395126,41691975.2395126,41279302.7599412,33362254.5280269,20928032.5364043,8707534.15264952
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PVC",3247760643.13858,"100",145601.205836452,145601.205836452,144160.026561641,116511.258120956,73087.1290117505,30409.3885023299
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PVC",1443449174728.26,"100",112166854.8666,112166854.8666,111056613.054894,89756821.0709584,56304158.6460893,23426491.8832763
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PVC",144344917472.826,"100",26354.9940945959,26354.9940945958,26094.1290072588,21089.4786350936,13229.3605841375,5504.34489738636
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PVC",144344917472.826,"100",1611592.74233621,1611592.7423362,1595640.99216801,1289609.49814595,808967.796639214,336587.527058568
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"HDPE",3.09e+09,"100",760633.304024786,760633.304024786,753104.458729899,608664.898834514,381813.489129606,158861.278085032
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"HDPE",6.18e+09,"100",28.3043898793644,28.3043898793644,28.0242294243327,22.649400849709,14.2078946587549,5.91148392774863
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"HDPE",6.18e+10,"100",3073.67983846223,3073.67983846223,3043.25616404862,2459.58337352309,1542.88856059916,641.950207778953
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"HDPE",468181818181.818,"100",4706.11267132973,4706.11267132972,4659.53096887827,3765.86928003535,2362.31741335757,982.890270283564
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"HDPE",6.18e+09,"100",151.319622816602,151.319622816602,149.821841922394,121.087181465752,75.957590675651,31.60370253681
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"HDPE",2.06e+09,"100",2341851.30549503,2341851.30549503,2318671.36308467,1873968.28458902,1175534.14140888,489104.920212535
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"HDPE",1.236e+10,"100",25997644.4486673,25997644.4486673,25740316.4536271,20803524.5690059,13049982.5389885,5429711.00852683
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"HDPE",3.09e+09,"100",90791.7736899612,90791.7736899611,89893.1051534363,72652.3088794512,45574.5544053906,18962.221522086
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"HDPE",1373333333333.33,"100",69943292.3241183,69943292.3241182,69250984.7107954,55969186.0997254,35109286.3567453,14607933.6170144
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"HDPE",137333333333.333,"100",16434.0442490879,16434.0442490879,16271.3779865591,13150.6546286949,8249.36239585182,3432.31522956165
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"HDPE",137333333333.333,"100",1004932.36097871,1004932.36097871,994985.412511428,804154.972697204,504443.769493467,209884.103692736
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"HDPE",2.163e+09,"100",50708.8869349857,50708.8869349857,50206.9639153266,40577.6599223009,25454.2326086404,10590.7518723354
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"HDPE",4.326e+09,"100",1.88695932529096,1.88695932529096,1.86828196162218,1.50996005664727,0.947192977250324,0.394098928516575
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"HDPE",4.326e+10,"100",204.911989230815,204.911989230815,202.883744269908,163.972224901539,102.859237373277,42.7966805185969
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"HDPE",327727272727.273,"100",313.740844755315,313.740844755315,310.635397925218,251.057952002357,157.487827557171,65.5260180189043
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"HDPE",4.326e+09,"100",10.0879748544401,10.0879748544401,9.98812279482625,8.07247876438347,5.06383937837673,2.106913502454
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"HDPE",1.442e+09,"100",156123.420366335,156123.420366335,154578.090872311,124931.218972601,78368.9427605923,32606.9946808357
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"HDPE",8.652e+09,"100",1733176.29657782,1733176.29657782,1716021.09690847,1386901.63793372,869998.835932566,361980.733901788
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"HDPE",2.163e+09,"100",6052.78491266408,6052.78491266408,5992.87367689575,4843.48725863008,3038.30362702604,1264.1481014724
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"HDPE",961333333333.333,"100",4662886.15494122,4662886.15494121,4616732.31405302,3731279.07331502,2340619.09044969,973862.241134293
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"HDPE",96133333333.3333,"100",1095.6029499392,1095.6029499392,1084.75853243727,876.710308579658,549.957493056788,228.82101530411
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"HDPE",96133333333.3333,"100",66995.4907319141,66995.490731914,66332.3608340952,53610.3315131469,33629.5846328978,13992.2735795157
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"HDPE",1.236e+10,"100",5070888.69349858,5070888.69349857,5020696.39153266,4057765.99223009,2545423.26086404,1059075.18723354
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"HDPE",2.472e+10,"100",188.695932529096,188.695932529096,186.828196162218,150.996005664727,94.7192977250324,39.4098928516575
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"HDPE",2.472e+11,"100",20491.1989230815,20491.1989230815,20288.3744269908,16397.2224901539,10285.9237373277,4279.66805185969
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"HDPE",1872727272727.27,"100",31374.0844755315,31374.0844755315,31063.5397925218,25105.7952002357,15748.7827557171,6552.60180189043
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"HDPE",2.472e+10,"100",1008.79748544401,1008.79748544401,998.812279482625,807.247876438347,506.383937837673,210.6913502454
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"HDPE",8.24e+09,"100",15612342.0366335,15612342.0366335,15457809.0872311,12493121.8972601,7836894.27605923,3260699.46808357
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"HDPE",4.944e+10,"100",173317629.657782,173317629.657782,171602109.690847,138690163.793372,86999883.5932566,36198073.3901788
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"HDPE",1.236e+10,"100",605278.491266408,605278.491266408,599287.367689575,484348.725863008,303830.362702604,126414.81014724
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"HDPE",5493333333333.33,"100",466288615.494122,466288615.494121,461673231.405302,373127907.331502,234061909.044969,97386224.1134293
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"HDPE",549333333333.333,"100",109560.29499392,109560.294993919,108475.853243727,87671.0308579658,54995.7493056788,22882.101530411
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"HDPE",549333333333.333,"100",6699549.07319141,6699549.0731914,6633236.08340952,5361033.15131469,3362958.46328978,1399227.35795157
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"HDPE",3111326175.01934,"100",776318.115094997,776318.115094996,768634.019542986,621216.011036376,389686.760533011,162137.112997796
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"HDPE",6222652350.03867,"100",28.888046952183,28.8880469521829,28.6021093851272,23.1164479423112,14.5008717638183,6.03338301901995
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"HDPE",62226523500.3867,"100",3137.06134871362,3137.06134871362,3106.01031604116,2510.30176873535,1574.70404310214,655.187687221698
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"HDPE",471413056821.111,"100",4803.15613200171,4803.15613200171,4755.61388101996,3843.52423921202,2411.0301138406,1003.15818139207
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"HDPE",6222652350.03867,"100",154.439943321286,154.439943321286,152.911277097411,123.584087076202,77.5238913527209,32.2553938324528
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"HDPE",2074217450.01289,"100",2390141.97997228,2390141.97997228,2366484.05031707,1912610.87141741,1199774.5090302,499190.618835579
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"HDPE",12445304700.0773,"100",26533734.7556394,26533734.7556394,26271100.4704803,21232508.352299,13319082.6553133,5541675.59235974
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"HDPE",3111326175.01934,"100",92663.9659927715,92663.9659927714,91746.7662584466,74150.4522457212,46514.3348116326,19353.2362994717
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"HDPE",1382811633341.93,"100",71385573.8018388,71385573.8018387,70678990.3028033,57123311.3596667,35833265.3363688,14909159.8158893
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"HDPE",138281163334.193,"100",16772.9261752441,16772.9261752441,16606.9056162602,13421.8306766134,8419.47023880845,3503.09206200407
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"HDPE",138281163334.193,"100",1025654.79600343,1025654.79600343,1015502.73423568,820737.23217912,514845.766327138,214212.066320249
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"HDPE",4646102031.15658,"100",1745012.47649237,1745012.47649236,1727740.12080712,1396373.04447371,875940.218103483,364452.766954929
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"HDPE",9292204062.31317,"100",64.9347237593289,64.9347237593288,64.2919915954027,51.9612891766452,32.5951457989388,13.5618742354848
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"HDPE",92922040623.1317,"100",7051.50515823962,7051.50515823961,6981.70846231326,5642.67124652631,3539.62911410351,1472.73478025968
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"HDPE",703954853205.543,"100",10796.5629217066,10796.5629217066,10689.6971671782,8639.49664539914,5419.52783020633,2254.90492671339
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"HDPE",9292204062.31317,"100",347.151023174874,347.151023174873,343.714878144653,277.793045982834,174.258664078942,72.503866105092
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"HDPE",3097401354.10439,"100",5372575.35865876,5372575.35865875,5319396.92366724,4299178.09259148,2696860.2774122,1122083.64210261
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"HDPE",18584408124.6263,"100",59642686.8009695,59642686.8009694,59052335.8926936,47726558.5609274,29938713.2118006,12456611.3572625
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"HDPE",4646102031.15658,"100",208290.613904924,208290.613904924,206228.926886792,166675.8275897,104555.198447365,43502.3196630552
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"HDPE",2064934236069.59,"100",160460917.378608,160460917.378608,158872654.786862,128402119.032065,80546226.9520444,33512898.1107981
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"HDPE",206493423606.959,"100",37702.283218658,37702.2832186579,37329.1012187175,30169.6708252033,18925.3352800856,7874.27117264993
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"HDPE",206493423606.959,"100",2305472.95084207,2305472.95084207,2282653.08601813,1844858.03206991,1157273.37574776,481507.15676434
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PE",3.48e+09,"150",380726.918087919,380726.918087919,376958.434574621,304660.747636693,191112.684958077,79516.3247372759
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PE",6.96e+09,"150",14.1674616008901,14.1674616008901,14.0272302620177,11.3369169301672,7.11161070297979,2.95893046653222
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PE",6.96e+10,"150",1538.49778322166,1538.49778322166,1523.26953626598,1231.11832288534,772.276474776711,321.321355349983
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PE",527272727272.727,"150",2355.59469201402,2355.59469201402,2332.27871581394,1884.96585322158,1182.4328800409,491.975280918635
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PE",6.96e+09,"150",75.7414293278353,75.7414293278354,74.9917310161713,60.60890204974,38.0197649120842,15.818897494153
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PE",2.32e+09,"150",1172188.7872165,1172188.7872165,1160586.31334551,937994.912674548,588401.123639399,244816.270742844
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PE",1.392e+10,"150",13012844.6862801,13012844.6862801,12884041.8926462,10412983.1715412,6532030.09502769,2717784.15097783
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PE",3.48e+09,"150",45444.8575967012,45444.8575967012,44995.0386097028,36365.341229844,22811.8589472505,9491.33849649182
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PE",1546666666666.67,"150",35009371.7781994,35009371.7781994,34662844.5585858,28014781.3918798,17573580.22603,7311845.95285295
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PE",154666666666.667,"150",8225.88622608069,8225.8862260807,8144.46535681059,6582.42043982139,4129.13069220631,1718.00891749365
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PE",154666666666.667,"150",503008.215204015,503008.215204015,498029.375841751,402511.226894825,252493.9687648,105055.25794329
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PE",2.436e+09,"150",25381.7945391946,25381.7945391946,25130.5623049747,20310.7165091129,12740.8456638718,5301.08831581839
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PE",4.872e+09,"150",0.944497440059338,0.944497440059338,0.93514868413451,0.755794462011147,0.474107380198653,0.197262031102148
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PE",4.872e+10,"150",102.566518881444,102.566518881444,101.551302417732,82.074554859023,51.4850983184474,21.4214236899989
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PE",369090909090.909,"150",157.039646134268,157.039646134268,155.485247720929,125.664390214772,78.8288586693932,32.7983520612423
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PE",4.872e+09,"150",5.04942862185569,5.04942862185569,4.99944873441142,4.04059346998267,2.53465099413895,1.05459316627687
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PE",1.624e+09,"150",78145.9191477666,78145.9191477666,77372.4208897006,62532.9941783032,39226.7415759599,16321.0847161896
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PE",9.744e+09,"150",867522.979085339,867522.979085339,858936.126176412,694198.878102749,435468.673001846,181185.610065189
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PE",2.436e+09,"150",3029.65717311341,3029.65717311341,2999.66924064685,2424.3560819896,1520.79059648337,632.755899766121
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PE",1082666666666.67,"150",2333958.11854663,2333958.11854663,2310856.30390572,1867652.09279199,1171572.01506867,487456.396856864
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PE",108266666666.667,"150",548.392415072046,548.392415072046,542.964357120706,438.828029321426,275.275379480421,114.53392783291
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PE",108266666666.667,"150",33533.881013601,33533.881013601,33201.9583894501,26834.0817929884,16832.9312509866,7003.68386288597
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PE",1.392e+10,"150",2538179.45391946,2538179.45391946,2513056.23049747,2031071.65091129,1274084.56638718,530108.831581839
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PE",2.784e+10,"150",94.4497440059338,94.4497440059338,93.514868413451,75.5794462011147,47.4107380198652,19.7262031102148
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PE",2.784e+11,"150",10256.6518881444,10256.6518881444,10155.1302417732,8207.45548590229,5148.50983184474,2142.14236899989
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PE",2109090909090.91,"150",15703.9646134268,15703.9646134268,15548.5247720929,12566.4390214772,7882.88586693932,3279.83520612423
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PE",2.784e+10,"150",504.942862185569,504.942862185569,499.944873441142,404.059346998267,253.465099413895,105.459316627687
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PE",9.28e+09,"150",7814591.91477666,7814591.91477666,7737242.08897006,6253299.41783032,3922674.15759599,1632108.47161896
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PE",5.568e+10,"150",86752297.9085339,86752297.9085339,85893612.6176412,69419887.8102749,43546867.3001846,18118561.0065189
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PE",1.392e+10,"150",302965.717311341,302965.717311341,299966.924064685,242435.60819896,152079.059648337,63275.5899766121
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PE",6186666666666.67,"150",233395811.854663,233395811.854663,231085630.390572,186765209.279199,117157201.506867,48745639.6856863
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PE",618666666666.667,"150",54839.2415072046,54839.2415072047,54296.4357120706,43882.8029321426,27527.5379480421,11453.392783291
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PE",618666666666.667,"150",3353388.1013601,3353388.1013601,3320195.83894501,2683408.17929884,1683293.12509866,700368.386288597
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PE",3504017828.17712,"150",388577.78360742,388577.78360742,384731.591227558,310943.073485306,195053.567300234,81156.0090949056
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PE",7008035656.35423,"150",14.4596049469395,14.4596049469395,14.3164819360292,11.570692389679,7.25825727984002,3.01994576140805
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PE",70080356563.5423,"150",1570.22272470671,1570.22272470671,1554.68046024067,1256.5048766917,788.201376482628,327.947235027905
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PE",530911792148.048,"150",2404.16876510118,2404.16876510118,2380.37199654074,1923.83521790117,1206.8155046624,502.120168463778
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PE",7008035656.35423,"150",77.3032726009457,77.3032726009457,76.5381149656945,61.8587016217452,38.8037600729909,16.1450946475276
